gameorder,game_id,lg_id,_iscopy,variable,date_game,group,is_playoffs,team_id,fran_id,pts,elo_i,value,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
26620,198503220SAS,NBA,0,1985,3/22/1985,72,0,SAS,Spurs,114,1503.4683,1492.0626,39.96402,DAL,Mavericks,123,1558.2654,1569.671,H,L,0.56468761,NULL
26631,198503240SAS,NBA,0,1985,3/24/1985,73,0,SAS,Spurs,104,1492.0626,1495.3577,40.309498,SEA,Thunder,99,1416.6007,1413.3057,H,W,0.73302799,NULL
26649,198503270SAS,NBA,0,1985,3/27/1985,74,0,SAS,Spurs,121,1495.3577,1496.6539,40.445438,GSW,Warriors,120,1346.0897,1344.7935,H,W,0.80766392,NULL
26660,198503290UTA,NBA,1,1985,3/29/1985,75,0,SAS,Spurs,109,1496.6539,1492.3956,39.998928,UTA,Jazz,114,1518.1432,1522.4015,A,L,0.33195674,NULL
26672,198503310LAC,NBA,1,1985,3/31/1985,76,0,SAS,Spurs,126,1492.3956,1502.8101,41.091156,LAC,Clippers,115,1377.4742,1367.0598,A,W,0.52146041,NULL
26689,198504030SAS,NBA,0,1985,4/3/1985,77,0,SAS,Spurs,122,1502.8101,1522.3198,43.135708,LAL,Lakers,108,1733.2125,1713.7028,H,W,0.32067817,NULL
26698,198504050DEN,NBA,1,1985,4/5/1985,78,0,SAS,Spurs,109,1522.3198,1517.5685,42.638374,DEN,Nuggets,118,1589.2766,1594.028,A,L,0.27666193,NULL
26714,198504070SAS,NBA,0,1985,4/7/1985,79,0,SAS,Spurs,126,1517.5685,1529.9397,43.931923,HOU,Rockets,105,1538.4614,1526.0902,H,W,0.61191684,NULL
26718,198504090HOU,NBA,1,1985,4/9/1985,80,0,SAS,Spurs,103,1529.9397,1518.4498,42.730671,HOU,Rockets,124,1526.0902,1537.5801,A,L,0.3650558,NULL
26745,198504120SAS,NBA,0,1985,4/12/1985,81,0,SAS,Spurs,117,1518.4498,1521.7899,43.080273,KCK,Kings,112,1445.7546,1442.4146,H,W,0.72989964,NULL
26758,198504140SAS,NBA,0,1985,4/14/1985,82,0,SAS,Spurs,102,1521.7899,1515.2859,42.399273,UTA,Jazz,104,1532.9128,1539.4169,H,L,0.62518561,NULL
26762,198504180DEN,NBA,1,1985,4/18/1985,83,1,SAS,Spurs,111,1515.2859,1504.5199,41.270508,DEN,Nuggets,141,1580.4573,1591.2233,A,L,0.27872336,NULL
26769,198504200DEN,NBA,1,1985,4/20/1985,84,1,SAS,Spurs,113,1504.5199,1512.9893,42.1586,DEN,Nuggets,111,1591.2233,1582.7539,A,W,0.25450063,NULL
26778,198504230SAS,NBA,0,1985,4/23/1985,85,1,SAS,Spurs,112,1512.9893,1506.7627,41.505745,DEN,Nuggets,115,1582.7539,1588.9805,H,L,0.54340267,NULL
26786,198504260SAS,NBA,0,1985,4/26/1985,86,1,SAS,Spurs,116,1506.7627,1513.3466,42.196049,DEN,Nuggets,111,1588.9805,1582.3966,H,W,0.52556837,NULL
26791,198504280DEN,NBA,1,1985,4/28/1985,87,1,SAS,Spurs,99,1513.3466,1503.5576,41.169571,DEN,Nuggets,126,1582.3966,1592.1855,A,L,0.274257,NULL
26843,198510260SAS,NBA,0,1986,10/26/1985,1,0,SAS,Spurs,116,1503.9182,1499.1294,40.624859,LAL,Lakers,121,1699.2217,1704.0105,H,L,0.36618677,NULL
26854,198510290SAS,NBA,0,1986,10/29/1985,2,0,SAS,Spurs,124,1499.1294,1507.459,41.498562,UTA,Jazz,112,1515.4669,1507.1373,H,W,0.61812562,NULL
26858,198510300UTA,NBA,1,1986,10/30/1985,3,0,SAS,Spurs,100,1507.459,1504.2338,41.160275,UTA,Jazz,102,1507.1373,1510.3625,A,L,0.3603617,NULL
26868,198511010SAS,NBA,0,1986,11/1/1985,4,0,SAS,Spurs,116,1504.2338,1510.7662,41.845383,DAL,Mavericks,107,1505.7797,1499.2472,H,W,0.63801229,NULL
26873,198511020HOU,NBA,1,1986,11/2/1985,5,0,SAS,Spurs,98,1510.7662,1502.8662,41.016827,HOU,Rockets,111,1518.2338,1526.1338,A,L,0.35009247,NULL
26885,198511050MIL,NBA,1,1986,11/5/1985,6,0,SAS,Spurs,97,1502.8662,1494.9834,40.19006,MIL,Bucks,126,1625.1632,1633.046,A,L,0.21761078,NULL
26894,198511060WSB,NBA,1,1986,11/6/1985,7,0,SAS,Spurs,81,1494.9834,1500.4341,40.761707,WSB,Wizards,80,1484.4684,1479.0177,A,W,0.37399477,NULL
26904,198511080PHI,NBA,1,1986,11/8/1985,8,0,SAS,Spurs,107,1500.4341,1521.223,42.940922,PHI,Sixers,95,1595.1421,1574.3531,A,W,0.24585748,NULL
26918,198511110SAS,NBA,0,1986,11/11/1985,9,0,SAS,Spurs,111,1521.223,1526.5707,43.500214,NJN,Nets,104,1510.5914,1505.2438,H,W,0.65404028,NULL
26933,198511140DEN,NBA,1,1986,11/14/1985,10,0,SAS,Spurs,109,1526.5707,1523.9805,43.229416,DEN,Nuggets,112,1604.1744,1606.7646,A,L,0.26456612,NULL
26952,198511160SAS,NBA,0,1986,11/16/1985,11,0,SAS,Spurs,97,1523.9805,1525.6191,43.400757,SEA,Thunder,95,1385.2716,1383.6329,H,W,0.7980448,NULL
26962,198511190SAS,NBA,0,1986,11/19/1985,12,0,SAS,Spurs,99,1525.6191,1514.3484,42.220894,SAC,Kings,103,1431.9678,1443.2385,H,L,0.75301301,NULL
26969,198511200PHO,NBA,1,1986,11/20/1985,13,0,SAS,Spurs,100,1514.3484,1494.5488,40.144493,PHO,Suns,121,1370.0328,1389.8324,A,L,0.56343162,NULL
26979,198511220SAS,NBA,0,1986,11/22/1985,14,0,SAS,Spurs,108,1494.5488,1498.8328,40.593746,IND,Pacers,96,1371.5419,1367.2579,H,W,0.78308427,NULL
26991,198511240LAL,NBA,1,1986,11/24/1985,15,0,SAS,Spurs,102,1498.8328,1496.05,40.301907,LAL,Lakers,118,1735.8438,1738.6265,A,L,0.1256488,NULL
27013,198511270SAS,NBA,0,1986,11/27/1985,16,0,SAS,Spurs,104,1496.05,1501.3401,40.856743,WSB,Wizards,97,1483.0154,1477.7253,H,W,0.65716362,NULL
27023,198511290SAS,NBA,0,1986,11/29/1985,17,0,SAS,Spurs,134,1501.3401,1509.5253,41.71526,LAC,Clippers,106,1391.2797,1383.0945,H,W,0.77015823,NULL
27035,198512010POR,NBA,1,1986,12/1/1985,18,0,SAS,Spurs,117,1509.5253,1526.6107,43.504398,POR,Trailblazers,106,1548.2727,1531.1873,A,W,0.31030488,NULL
27044,198512030SEA,NBA,1,1986,12/3/1985,19,0,SAS,Spurs,103,1526.6107,1512.2373,41.999615,SEA,Thunder,123,1460.9215,1475.2949,A,L,0.45078272,NULL
27054,198512050DAL,NBA,1,1986,12/5/1985,20,0,SAS,Spurs,120,1512.2373,1521.3378,42.95293,DAL,Mavericks,116,1523.8063,1514.7058,A,W,0.34473979,NULL
27064,198512060SAS,NBA,0,1986,12/6/1985,21,0,SAS,Spurs,123,1521.3378,1504.7361,41.212963,CHI,Bulls,131,1416.6998,1433.3015,H,L,0.76458633,NULL
27074,198512080SAS,NBA,0,1986,12/8/1985,22,0,SAS,Spurs,121,1504.7361,1507.9071,41.545559,GSW,Warriors,114,1386.2816,1383.1106,H,W,0.77859974,NULL
27077,198512100CHI,NBA,1,1986,12/10/1985,23,0,SAS,Spurs,109,1507.9071,1513.1125,42.091362,CHI,Bulls,107,1428.598,1423.3926,A,W,0.47025853,NULL
27090,198512110IND,NBA,1,1986,12/11/1985,24,0,SAS,Spurs,101,1513.1125,1498.5005,40.558899,IND,Pacers,114,1362.6033,1377.2153,A,L,0.57218087,NULL
27099,198512130DET,NBA,1,1986,12/13/1985,25,0,SAS,Spurs,119,1498.5005,1510.2672,41.793056,DET,Pistons,113,1530.0562,1518.2894,A,W,0.31923378,NULL
27110,198512140NYK,NBA,1,1986,12/14/1985,26,0,SAS,Spurs,98,1510.2672,1497.3182,40.434902,NYK,Knicks,108,1345.804,1358.7529,A,L,0.59171999,NULL
27123,198512170SAS,NBA,0,1986,12/17/1985,27,0,SAS,Spurs,126,1497.3182,1504.5691,41.19545,POR,Trailblazers,118,1539.6281,1532.3772,H,W,0.58226818,NULL
27139,198512200LAC,NBA,1,1986,12/20/1985,28,0,SAS,Spurs,119,1504.5691,1514.8833,42.276951,LAC,Clippers,104,1336.8705,1326.5563,A,W,0.59621155,NULL
27144,198512210DEN,NBA,1,1986,12/21/1985,29,0,SAS,Spurs,128,1514.8833,1531.271,43.991039,DEN,Nuggets,118,1560.2318,1543.8441,A,W,0.30223167,NULL
27166,198512260SAS,NBA,0,1986,12/26/1985,30,0,SAS,Spurs,109,1531.271,1554.5326,46.404762,LAL,Lakers,91,1764.1786,1740.917,H,W,0.31754488,NULL
27178,198512280SAS,NBA,0,1986,12/28/1985,31,0,SAS,Spurs,116,1554.5326,1558.4512,46.808113,DEN,Nuggets,112,1538.2417,1534.3231,H,W,0.66137421,NULL
27187,198512300POR,NBA,1,1986,12/30/1985,32,0,SAS,Spurs,110,1558.4512,1549.4333,45.878292,POR,Trailblazers,125,1557.3494,1566.3672,A,L,0.3613975,NULL
27196,198601020SAC,NBA,1,1986,1/2/1986,33,0,SAS,Spurs,106,1549.4333,1538.359,44.729523,SAC,Kings,114,1392.0319,1403.1062,A,L,0.58186388,NULL
27206,198601040GSW,NBA,1,1986,1/4/1986,34,0,SAS,Spurs,122,1538.359,1544.6124,45.379051,GSW,Warriors,116,1383.7264,1377.473,A,W,0.57798094,NULL
27215,198601060SAS,NBA,0,1986,1/6/1986,35,0,SAS,Spurs,102,1544.6124,1535.739,44.45681,PHI,Sixers,108,1605.6311,1614.5045,H,L,0.55586439,NULL
27233,198601090HOU,NBA,1,1986,1/9/1986,36,0,SAS,Spurs,110,1535.739,1529.6938,43.826435,HOU,Rockets,120,1565.4906,1571.5358,A,L,0.32149494,NULL
27241,198601100SAS,NBA,0,1986,1/10/1986,37,0,SAS,Spurs,124,1529.6938,1535.8845,44.471962,GSW,Warriors,97,1371.358,1365.1674,H,W,0.81564265,NULL
27251,198601120SAS,NBA,0,1986,1/12/1986,38,0,SAS,Spurs,102,1535.8845,1525.5328,43.391735,UTA,Jazz,106,1476.7678,1487.1195,H,L,0.71421605,NULL
27255,198601130PHO,NBA,1,1986,1/13/1986,39,0,SAS,Spurs,98,1525.5328,1510.0199,41.767124,PHO,Suns,121,1465.344,1480.8569,A,L,0.44295657,NULL
27271,198601150SAS,NBA,0,1986,1/15/1986,40,0,SAS,Spurs,113,1510.0199,1500.9166,40.812325,HOU,Rockets,119,1563.4114,1572.5146,H,L,0.56667554,NULL
27280,198601170SAS,NBA,0,1986,1/17/1986,41,0,SAS,Spurs,113,1500.9166,1506.1355,41.359749,NYK,Knicks,100,1406.4379,1401.219,H,W,0.75389779,NULL
27293,198601190POR,NBA,1,1986,1/19/1986,42,0,SAS,Spurs,116,1506.1355,1525.5775,43.396404,POR,Trailblazers,105,1595.8806,1576.4386,A,W,0.25119281,NULL
27302,198601210SAS,NBA,0,1986,1/21/1986,43,0,SAS,Spurs,96,1525.5775,1517.1228,42.511593,LAC,Clippers,97,1358.9001,1367.3549,H,L,0.82275397,NULL
27319,198601240DEN,NBA,1,1986,1/24/1986,44,0,SAS,Spurs,113,1517.1228,1536.5052,44.536598,DEN,Nuggets,98,1528.8567,1509.4742,A,W,0.34452534,NULL
27328,198601250SAS,NBA,0,1986,1/25/1986,45,0,SAS,Spurs,107,1536.5052,1513.0203,42.081688,DAL,Mavericks,123,1469.3533,1492.8383,H,L,0.7235629,NULL
27337,198601270SAS,NBA,0,1986,1/27/1986,46,0,SAS,Spurs,117,1513.0203,1507.0552,41.456211,DET,Pistons,118,1492.5273,1498.4924,H,L,0.66677016,NULL
27347,198601290DAL,NBA,1,1986,1/29/1986,47,0,SAS,Spurs,114,1507.0552,1498.9465,40.605682,DAL,Mavericks,126,1496.9258,1505.0344,A,L,0.37347519,NULL
27358,198601300SAS,NBA,0,1986,1/30/1986,48,0,SAS,Spurs,112,1498.9465,1505.8923,41.334244,CLE,Cavaliers,99,1463.3379,1456.3921,H,W,0.68581504,NULL
27372,198602010SAS,NBA,0,1986,2/1/1986,49,0,SAS,Spurs,111,1505.8923,1499.3953,40.652748,PHO,Suns,112,1453.7823,1460.2794,H,L,0.70591283,NULL
27379,198602030UTA,NBA,1,1986,2/3/1986,50,0,SAS,Spurs,112,1499.3953,1511.2849,41.899765,UTA,Jazz,104,1479.2485,1467.3589,A,W,0.38706356,NULL
27387,198602040SAS,NBA,0,1986,2/4/1986,51,0,SAS,Spurs,124,1511.2849,1514.3236,42.218296,SEA,Thunder,119,1419.5278,1416.4891,H,W,0.75097936,NULL
27397,198602060SAS,NBA,0,1986,2/6/1986,52,0,SAS,Spurs,95,1514.3236,1505.3848,41.281006,DEN,Nuggets,100,1544.2533,1553.1921,H,L,0.59949398,NULL
27407,198602110SAS,NBA,0,1986,2/11/1986,53,0,SAS,Spurs,107,1505.3848,1488.3969,39.499725,DAL,Mavericks,121,1522.739,1539.7269,H,L,0.61674315,NULL
27420,198602130SAS,NBA,0,1986,2/13/1986,54,0,SAS,Spurs,119,1488.3969,1493.9788,40.084724,HOU,Rockets,115,1555.5657,1549.9838,H,W,0.54710776,NULL
27437,198602160SAS,NBA,0,1986,2/16/1986,55,0,SAS,Spurs,113,1493.9788,1502.549,40.983547,SAC,Kings,94,1448.8829,1440.3127,H,W,0.69746149,NULL
27450,198602180SAS,NBA,0,1986,2/18/1986,56,0,SAS,Spurs,120,1502.549,1507.1299,41.464046,PHO,Suns,114,1476.4397,1471.8588,H,W,0.67391443,NULL
27461,198602200SAC,NBA,1,1986,2/20/1986,57,0,SAS,Spurs,105,1507.1299,1503.0469,41.035774,SAC,Kings,107,1450.9207,1455.0037,A,L,0.43731165,NULL
27475,198602220SAS,NBA,0,1986,2/22/1986,58,0,SAS,Spurs,115,1503.0469,1498.0291,40.509453,MIL,Bucks,120,1687.6216,1692.6394,H,L,0.38063565,NULL
27482,198602240CLE,NBA,1,1986,2/24/1986,59,0,SAS,Spurs,114,1498.0291,1489.5907,39.624798,CLE,Cavaliers,124,1451.3199,1459.7583,A,L,0.42390406,NULL
27496,198602260BOS,NBA,1,1986,2/26/1986,60,0,SAS,Spurs,100,1489.5907,1486.3472,39.285053,BOS,Celtics,120,1726.5283,1729.7719,A,L,0.12569523,NULL
27510,198602280NJN,NBA,1,1986,2/28/1986,61,0,SAS,Spurs,110,1486.3472,1482.2107,38.852123,NJN,Nets,113,1462.283,1466.4194,A,L,0.39242709,NULL
27512,198603010ATL,NBA,1,1986,3/1/1986,62,0,SAS,Spurs,108,1482.2107,1477.9667,38.408436,ATL,Hawks,116,1558.0148,1562.2588,A,L,0.26658672,NULL
27530,198603040GSW,NBA,1,1986,3/4/1986,63,0,SAS,Spurs,126,1477.9667,1472.6283,37.851215,GSW,Warriors,129,1390.3593,1395.6976,A,L,0.4821732,NULL
27552,198603070SAS,NBA,0,1986,3/7/1986,64,0,SAS,Spurs,142,1472.6283,1478.5206,38.466316,LAC,Clippers,126,1374.9509,1369.0586,H,W,0.75729799,NULL
27556,198603080HOU,NBA,1,1986,3/8/1986,65,0,SAS,Spurs,117,1478.5206,1473.2703,37.918167,HOU,Rockets,126,1524.6896,1529.9399,A,L,0.30123663,NULL
27575,198603110SAC,NBA,1,1986,3/11/1986,66,0,SAS,Spurs,120,1473.2703,1464.9019,37.046852,SAC,Kings,132,1455.8527,1464.2211,A,L,0.3833431,NULL
27587,198603130SAS,NBA,0,1986,3/13/1986,67,0,SAS,Spurs,119,1464.9019,1458.1814,36.349686,BOS,Celtics,135,1736.1373,1742.8578,H,L,0.27176014,NULL
27594,198603140UTA,NBA,1,1986,3/14/1986,68,0,SAS,Spurs,121,1458.1814,1445.8365,35.076408,UTA,Jazz,146,1465.9427,1478.2876,A,L,0.34970772,NULL
27607,198603160SEA,NBA,1,1986,3/16/1986,69,0,SAS,Spurs,115,1445.8365,1436.6224,34.13345,SEA,Thunder,129,1429.3154,1438.5295,A,L,0.38212389,NULL
27614,198603180DAL,NBA,1,1986,3/18/1986,70,0,SAS,Spurs,113,1436.6224,1433.1344,33.778374,DAL,Mavericks,120,1536.4414,1539.9294,A,L,0.24044335,NULL
27627,198603190SAS,NBA,0,1986,3/19/1986,71,0,SAS,Spurs,115,1433.1344,1440.3846,34.517628,ATL,Hawks,112,1609.8448,1602.5946,H,W,0.39136434,NULL
27638,198603210SAS,NBA,0,1986,3/21/1986,72,0,SAS,Spurs,109,1440.3846,1434.8379,33.951649,LAL,Lakers,117,1659.7772,1665.324,H,L,0.33463866,NULL
27649,198603230SAS,NBA,0,1986,3/23/1986,73,0,SAS,Spurs,104,1434.8379,1427.0516,33.161854,SEA,Thunder,107,1434.5236,1442.3098,H,L,0.64048177,NULL
27652,198603240LAL,NBA,1,1986,3/24/1986,74,0,SAS,Spurs,102,1427.0516,1423.6747,32.821144,LAL,Lakers,124,1668.6442,1672.0211,A,L,0.12277991,NULL
27663,198603260LAC,NBA,1,1986,3/26/1986,75,0,SAS,Spurs,105,1423.6747,1433.8116,33.847229,LAC,Clippers,97,1354.6246,1344.4877,A,W,0.4555769,NULL
27669,198603270GSW,NBA,1,1986,3/27/1986,76,0,SAS,Spurs,118,1433.8116,1430.0343,33.463722,GSW,Warriors,121,1430.7367,1434.514,A,L,0.36402297,NULL
27684,198603290SAS,NBA,0,1986,3/29/1986,77,0,SAS,Spurs,102,1430.0343,1419.6569,32.417305,UTA,Jazz,110,1492.2217,1502.5991,H,L,0.55420291,NULL
27700,198604010SAS,NBA,0,1986,4/1/1986,78,0,SAS,Spurs,99,1419.6569,1406.9568,31.152548,SAC,Kings,109,1461.2283,1473.9283,H,L,0.58330166,NULL
27712,198604030SAS,NBA,0,1986,4/3/1986,79,0,SAS,Spurs,110,1406.9568,1390.4376,29.537081,HOU,Rockets,136,1552.8876,1569.4067,H,L,0.43428269,NULL
27727,198604060SAS,NBA,0,1986,4/6/1986,80,0,SAS,Spurs,106,1390.4376,1377.3956,28.288086,DEN,Nuggets,124,1530.9108,1543.9528,H,L,0.44201651,NULL
27743,198604090PHO,NBA,1,1986,4/9/1986,81,0,SAS,Spurs,114,1377.3956,1394.5492,29.935812,PHO,Suns,102,1397.49,1380.3364,A,W,0.33373976,NULL
27768,198604130SAS,NBA,0,1986,4/13/1986,82,0,SAS,Spurs,123,1394.5492,1401.7573,30.640278,POR,Trailblazers,118,1501.1108,1493.9027,H,W,0.49055815,NULL
27773,198604170LAL,NBA,1,1986,4/17/1986,83,1,SAS,Spurs,88,1401.7573,1396.1725,30.093864,LAL,Lakers,135,1652.3856,1657.9705,A,L,0.11728674,NULL
27780,198604190LAL,NBA,1,1986,4/19/1986,84,1,SAS,Spurs,94,1396.1725,1392.5984,29.746342,LAL,Lakers,122,1657.9705,1661.5446,A,L,0.11079198,NULL
27792,198604230SAS,NBA,0,1986,4/23/1986,85,1,SAS,Spurs,94,1392.5984,1384.6799,28.982658,LAL,Lakers,114,1661.5446,1669.463,H,L,0.27437603,NULL
27840,198610310DEN,NBA,1,1987,10/31/1986,1,0,SAS,Spurs,104,1414.76,1405.6959,30.971439,DEN,Nuggets,134,1514.6084,1523.6725,A,L,0.24041241,NULL
27855,198611010SAS,NBA,0,1987,11/1/1986,2,0,SAS,Spurs,108,1405.6959,1412.4092,31.636227,DAL,Mavericks,105,1558.3049,1551.5917,H,W,0.42486292,NULL
27862,198611040CHI,NBA,1,1987,11/4/1986,3,0,SAS,Spurs,104,1412.4092,1407.783,31.177528,CHI,Bulls,111,1454.4952,1459.1215,A,L,0.30620682,NULL
27873,198611050NJN,NBA,1,1987,11/5/1986,4,0,SAS,Spurs,112,1407.783,1423.6384,32.759747,NJN,Nets,103,1465.0195,1449.1641,A,W,0.28799814,NULL
27885,198611070PHI,NBA,1,1987,11/7/1986,5,0,SAS,Spurs,97,1423.6384,1419.0488,32.298874,PHI,Sixers,114,1577.2769,1581.8665,A,L,0.18845814,NULL
27891,198611080IND,NBA,1,1987,11/8/1986,6,0,SAS,Spurs,97,1419.0488,1404.8656,30.889595,IND,Pacers,130,1440.5549,1454.7382,A,L,0.33193523,NULL
27898,198611110HOU,NBA,1,1987,11/11/1986,7,0,SAS,Spurs,95,1404.8656,1400.928,30.502647,HOU,Rockets,116,1613.3301,1617.2677,A,L,0.14483935,NULL
27915,198611130SAS,NBA,0,1987,11/13/1986,8,0,SAS,Spurs,115,1400.928,1410.8,31.476391,CLE,Cavaliers,102,1445.3907,1435.5187,H,W,0.57925063,NULL
27929,198611150SAS,NBA,0,1987,11/15/1986,9,0,SAS,Spurs,109,1410.8,1400.5634,30.466915,PHO,Suns,116,1454.1418,1464.3785,H,L,0.58082253,NULL
27946,198611190SAS,NBA,0,1987,11/19/1986,10,0,SAS,Spurs,108,1400.5634,1395.1567,29.939125,LAL,Lakers,117,1640.5205,1645.9271,H,L,0.30881649,NULL
27959,198611210POR,NBA,1,1987,11/21/1986,11,0,SAS,Spurs,114,1395.1567,1389.7004,29.410463,POR,Trailblazers,127,1480.7489,1486.2052,A,L,0.25571615,NULL
27965,198611220LAC,NBA,1,1987,11/22/1986,12,0,SAS,Spurs,109,1389.7004,1401.5897,30.567539,LAC,Clippers,102,1395.0168,1383.1276,A,W,0.35291511,NULL
27978,198611250SAS,NBA,0,1987,11/25/1986,13,0,SAS,Spurs,117,1401.5897,1411.9717,31.592739,NJN,Nets,99,1406.677,1396.295,H,W,0.63329101,NULL
27990,198611280BOS,NBA,1,1987,11/28/1986,14,0,SAS,Spurs,96,1411.9717,1410.2778,31.424583,BOS,Celtics,111,1727.4427,1729.1366,A,L,0.083812118,NULL
28004,198611290WSB,NBA,1,1987,11/29/1986,15,0,SAS,Spurs,103,1410.2778,1404.3885,30.842611,WSB,Wizards,116,1480.3975,1486.2867,A,L,0.2730332,NULL
28010,198612020CLE,NBA,1,1987,12/2/1986,16,0,SAS,Spurs,105,1404.3885,1397.8641,30.202938,CLE,Cavaliers,115,1417.4579,1423.9823,A,L,0.34279138,NULL
28027,198612040SAS,NBA,0,1987,12/4/1986,17,0,SAS,Spurs,102,1397.8641,1388.1112,29.257257,SEA,Thunder,109,1455.8522,1465.6051,H,L,0.56016713,NULL
28042,198612060SAS,NBA,0,1987,12/6/1986,18,0,SAS,Spurs,106,1388.1112,1396.8417,30.103193,CHI,Bulls,97,1459.3922,1450.6617,H,W,0.5412361,NULL
28050,198612090SAS,NBA,0,1987,12/9/1986,19,0,SAS,Spurs,104,1396.8417,1383.5782,28.822239,POR,Trailblazers,120,1512.4174,1525.6808,H,L,0.4775998,NULL
28063,198612110SEA,NBA,1,1987,12/11/1986,20,0,SAS,Spurs,107,1383.5782,1380.8176,28.558765,SEA,Thunder,113,1512.4996,1515.2603,A,L,0.21118832,NULL
28079,198612130SAS,NBA,0,1987,12/13/1986,21,0,SAS,Spurs,102,1380.8176,1367.3483,27.289759,GSW,Warriors,117,1480.6993,1494.1687,H,L,0.50017023,NULL
28087,198612160DAL,NBA,1,1987,12/16/1986,22,0,SAS,Spurs,98,1367.3483,1366.1855,27.18154,DAL,Mavericks,101,1595.5879,1596.7506,A,L,0.13130158,NULL
28098,198612170SAS,NBA,0,1987,12/17/1986,23,0,SAS,Spurs,94,1366.1855,1378.9806,28.384062,PHO,Suns,81,1478.1056,1465.3105,H,W,0.4828524,NULL
28108,198612190DET,NBA,1,1987,12/19/1986,24,0,SAS,Spurs,84,1378.9806,1373.5704,27.872505,DET,Pistons,114,1576.0934,1581.5035,A,L,0.15312237,NULL
28112,198612200ATL,NBA,1,1987,12/20/1986,25,0,SAS,Spurs,96,1373.5704,1371.3114,27.660231,ATL,Hawks,111,1639.53,1641.7891,A,L,0.10845381,NULL
28125,198612220NYK,NBA,1,1987,12/22/1986,26,0,SAS,Spurs,99,1371.3114,1366.0648,27.170315,NYK,Knicks,103,1319.6808,1324.9274,A,L,0.43083709,NULL
28131,198612230MIL,NBA,1,1987,12/23/1986,27,0,SAS,Spurs,108,1366.0648,1365.3965,27.108223,MIL,Bucks,110,1665.3348,1666.0032,A,L,0.091256976,NULL
28151,198612270SAS,NBA,0,1987,12/27/1986,28,0,SAS,Spurs,106,1365.3965,1360.7404,26.677643,DEN,Nuggets,108,1475.3625,1480.0187,H,L,0.48566163,NULL
28159,198612290UTA,NBA,1,1987,12/29/1986,29,0,SAS,Spurs,101,1360.7404,1358.1874,26.443066,UTA,Jazz,109,1534.4922,1537.0452,A,L,0.17138511,NULL
28168,198612300SAS,NBA,0,1987,12/30/1986,30,0,SAS,Spurs,115,1358.1874,1368.2826,27.376875,UTA,Jazz,109,1537.0452,1526.95,H,W,0.38842395,NULL
28187,198701030SAS,NBA,0,1987,1/3/1987,31,0,SAS,Spurs,89,1368.2826,1360.6735,26.671484,DAL,Mavericks,106,1622.348,1629.9572,H,L,0.29175577,NULL
28198,198701060SAS,NBA,0,1987,1/6/1987,32,0,SAS,Spurs,99,1360.6735,1356.4351,26.282682,IND,Pacers,101,1495.0688,1499.3073,H,L,0.45066214,NULL
28203,198701070DAL,NBA,1,1987,1/7/1987,33,0,SAS,Spurs,103,1356.4351,1355.168,26.16703,DAL,Mavericks,108,1610.0903,1611.3574,A,L,0.11549473,NULL
28218,198701090PHO,NBA,1,1987,1/9/1987,34,0,SAS,Spurs,115,1355.168,1378.1636,28.306526,PHO,Suns,100,1431.2356,1408.24,A,W,0.26629025,NULL
28228,198701110LAL,NBA,1,1987,1/11/1987,35,0,SAS,Spurs,109,1378.1636,1377.5256,28.246054,LAL,Lakers,111,1685.4131,1686.051,A,L,0.087518573,NULL
28235,198701130GSW,NBA,1,1987,1/13/1987,36,0,SAS,Spurs,109,1377.5256,1375.6509,28.068695,GSW,Warriors,111,1490.3618,1492.2366,A,L,0.22702551,NULL
28246,198701140SEA,NBA,1,1987,1/14/1987,37,0,SAS,Spurs,104,1375.6509,1368.4159,27.389315,SEA,Thunder,130,1499.3004,1506.5354,A,L,0.21628809,NULL
28265,198701170SAS,NBA,0,1987,1/17/1987,38,0,SAS,Spurs,102,1368.4159,1380.7625,28.553511,UTA,Jazz,91,1500.6034,1488.2568,H,W,0.45381054,NULL
28277,198701190SAS,NBA,0,1987,1/19/1987,39,0,SAS,Spurs,113,1380.7625,1384.5326,28.91358,LAC,Clippers,106,1296.4407,1292.6705,H,W,0.74288952,NULL
28287,198701210SAS,NBA,0,1987,1/21/1987,40,0,SAS,Spurs,91,1384.5326,1371.3031,27.659452,HOU,Rockets,111,1539.4819,1552.7114,H,L,0.42157435,NULL
28305,198701240SAS,NBA,0,1987,1/24/1987,41,0,SAS,Spurs,108,1371.3031,1378.0084,28.291813,NYK,Knicks,101,1413.1354,1406.4301,H,W,0.58293664,NULL
28319,198701270SAS,NBA,0,1987,1/27/1987,42,0,SAS,Spurs,118,1378.0084,1393.5217,29.780283,DET,Pistons,107,1582.2549,1566.7416,H,W,0.35432291,NULL
28329,198701290SAC,NBA,1,1987,1/29/1987,43,0,SAS,Spurs,113,1393.5217,1405.8444,30.986078,SAC,Kings,107,1442.3193,1429.9967,A,W,0.29806107,NULL
28335,198701300LAC,NBA,1,1987,1/30/1987,44,0,SAS,Spurs,124,1405.8444,1411.8468,31.58033,LAC,Clippers,120,1291.8446,1285.8422,A,W,0.52013636,NULL
28350,198702010SAS,NBA,0,1987,2/1/1987,45,0,SAS,Spurs,120,1411.8468,1419.6816,32.362286,MIL,Bucks,116,1574.0616,1566.2268,H,W,0.41141051,NULL
