gameorder,game_id,lg_id,_iscopy,variable,date_game,group,is_playoffs,team_id,fran_id,pts,elo_i,value,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
18018,197610220PHI,NBA,1,1977,10/22/1976,1,0,SAS,Spurs,121,1592.7972,1598.4105,50.862846,PHI,Sixers,118,1493.9004,1488.2871,A,W,0.49841243,NULL
18026,197610230NYK,NBA,1,1977,10/23/1976,2,0,SAS,Spurs,98,1598.4105,1581.7777,49.203114,NYK,Knicks,117,1484.3785,1501.0114,A,L,0.52018267,NULL
18031,197610260ATL,NBA,1,1977,10/26/1976,3,0,SAS,Spurs,114,1581.7777,1568.9656,47.904926,ATL,Hawks,122,1376.9735,1389.7856,A,L,0.6464113,NULL
18041,197610270SAS,NBA,0,1977,10/27/1976,4,0,SAS,Spurs,115,1568.9656,1573.8438,48.401043,PHO,Suns,106,1507.4357,1502.5575,H,W,0.71704298,NULL
18047,197610290KCK,NBA,1,1977,10/29/1976,5,0,SAS,Spurs,102,1573.8438,1550.5454,46.013927,KCK,Kings,130,1441.9292,1465.2275,A,L,0.54579997,NULL
18061,197610300SAS,NBA,0,1977,10/30/1976,6,0,SAS,Spurs,117,1550.5454,1538.0812,44.721436,BOS,Celtics,126,1577.9017,1590.366,H,L,0.6030454,NULL
18073,197611030IND,NBA,1,1977,11/3/1976,7,0,SAS,Spurs,97,1538.0812,1527.3567,43.603249,IND,Pacers,113,1506.7924,1517.5168,A,L,0.40238595,NULL
18085,197611050NOJ,NBA,1,1977,11/5/1976,8,0,SAS,Spurs,119,1527.3567,1520.6377,42.900597,NOJ,Jazz,127,1503.25,1509.969,A,L,0.39248538,NULL
18094,197611060SAS,NBA,0,1977,11/6/1976,9,0,SAS,Spurs,113,1520.6377,1530.6755,43.94978,IND,Pacers,94,1509.7701,1499.7323,H,W,0.6543476,NULL
18108,197611090SAS,NBA,0,1977,11/9/1976,10,0,SAS,Spurs,138,1530.6755,1540.6697,44.990555,SEA,Thunder,114,1483.4414,1473.4473,H,W,0.7000525,NULL
18118,197611110SAS,NBA,0,1977,11/11/1976,11,0,SAS,Spurs,108,1540.6697,1544.7422,45.41325,NYN,Nets,104,1532.9181,1528.8456,H,W,0.65027952,NULL
18133,197611130SAS,NBA,0,1977,11/13/1976,12,0,SAS,Spurs,113,1544.7422,1552.262,46.191196,POR,Trailblazers,101,1537.7898,1530.27,H,W,0.64923257,NULL
18142,197611160SAS,NBA,0,1977,11/16/1976,13,0,SAS,Spurs,114,1552.262,1555.2738,46.501751,BUF,Clippers,112,1537.2891,1534.2772,H,W,0.65967298,NULL
18153,197611180SAS,NBA,0,1977,11/18/1976,14,0,SAS,Spurs,129,1555.2738,1564.118,47.409855,KCK,Kings,104,1476.7976,1467.9534,H,W,0.7364099,NULL
18165,197611200WSB,NBA,1,1977,11/20/1976,15,0,SAS,Spurs,103,1564.118,1557.4733,46.728138,WSB,Wizards,109,1503.7115,1510.3563,A,L,0.44326574,NULL
18172,197611230BUF,NBA,1,1977,11/23/1976,16,0,SAS,Spurs,122,1557.4733,1566.7799,47.681953,BUF,Clippers,115,1485.7545,1476.4479,A,W,0.45938969,NULL
18183,197611240NYN,NBA,1,1977,11/24/1976,17,0,SAS,Spurs,91,1566.7799,1559.6168,46.948425,NYN,Nets,99,1527.4189,1534.582,A,L,0.41360885,NULL
18195,197611260SAS,NBA,0,1977,11/26/1976,18,0,SAS,Spurs,123,1559.6168,1562.4463,47.238667,GSW,Warriors,121,1530.9979,1528.1685,H,W,0.67708111,NULL
18200,197611270HOU,NBA,1,1977,11/27/1976,19,0,SAS,Spurs,116,1562.4463,1554.5302,46.425129,HOU,Rockets,125,1515.6998,1523.616,A,L,0.42395657,NULL
18218,197611300SAS,NBA,0,1977,11/30/1976,20,0,SAS,Spurs,130,1554.5302,1556.7418,46.652889,DET,Pistons,129,1511.3905,1509.1788,H,W,0.6950801,NULL
18227,197612020GSW,NBA,1,1977,12/2/1976,21,0,SAS,Spurs,116,1556.7418,1550.5317,46.012512,GSW,Warriors,124,1550.8809,1557.0909,A,L,0.36774385,NULL
18233,197612030LAL,NBA,1,1977,12/3/1976,22,0,SAS,Spurs,105,1550.5317,1543.3901,45.273018,LAL,Lakers,114,1528.4484,1535.59,A,L,0.38971174,NULL
18247,197612050PHO,NBA,1,1977,12/5/1976,23,0,SAS,Spurs,98,1543.3901,1537.712,44.683029,PHO,Suns,103,1498.5779,1504.256,A,L,0.42123973,NULL
18261,197612080SAS,NBA,0,1977,12/8/1976,24,0,SAS,Spurs,106,1537.712,1512.3094,42.028149,ATL,Hawks,117,1320.8291,1346.2317,H,L,0.86106032,NULL
18268,197612100MIL,NBA,1,1977,12/10/1976,25,0,SAS,Spurs,136,1512.3094,1523.8912,43.241009,MIL,Bucks,120,1362.2242,1350.6425,A,W,0.57158327,NULL
18280,197612110SAS,NBA,0,1977,12/11/1976,26,0,SAS,Spurs,121,1523.8912,1531.3269,44.017746,NOJ,Jazz,106,1482.7219,1475.2863,H,W,0.69267088,NULL
18291,197612140SAS,NBA,0,1977,12/14/1976,27,0,SAS,Spurs,111,1531.3269,1537.577,44.66898,NYK,Knicks,98,1473.462,1467.2119,H,W,0.71274292,NULL
18294,197612150IND,NBA,1,1977,12/15/1976,28,0,SAS,Spurs,102,1537.577,1527.6935,43.638432,IND,Pacers,116,1504.5397,1514.4232,A,L,0.40480876,NULL
18304,197612170CHI,NBA,1,1977,12/17/1976,29,0,SAS,Spurs,101,1527.6935,1522.6333,43.109428,CHI,Bulls,103,1414.9706,1420.0308,A,L,0.51830155,NULL
18319,197612190CLE,NBA,1,1977,12/19/1976,30,0,SAS,Spurs,105,1522.6333,1520.4896,42.885101,CLE,Cavaliers,106,1572.3545,1574.4982,A,L,0.29694998,NULL
18332,197612210SAS,NBA,0,1977,12/21/1976,31,0,SAS,Spurs,123,1520.4896,1525.1282,43.370346,GSW,Warriors,120,1572.1595,1567.521,H,W,0.56910741,NULL
18341,197612230SAS,NBA,0,1977,12/23/1976,32,0,SAS,Spurs,118,1525.1282,1527.925,43.662621,WSB,Wizards,116,1494.0117,1491.2148,H,W,0.68021649,NULL
18352,197612260KCK,NBA,1,1977,12/26/1976,33,0,SAS,Spurs,110,1527.925,1535.9097,44.495419,KCK,Kings,105,1463.5725,1455.5879,A,W,0.44887847,"at Omaha, NE"
18364,197612280SAS,NBA,0,1977,12/28/1976,34,0,SAS,Spurs,127,1535.9097,1543.6582,45.300831,PHI,Sixers,116,1548.2847,1540.5361,H,W,0.62349516,NULL
18382,197701020DEN,NBA,1,1977,1/2/1977,35,0,SAS,Spurs,120,1543.6582,1534.8207,44.381992,DEN,Nuggets,145,1622.2891,1631.1266,A,L,0.2634173,NULL
18389,197701030SAS,NBA,0,1977,1/3/1977,36,0,SAS,Spurs,142,1534.8207,1546.2468,45.569187,BUF,Clippers,109,1467.5732,1456.1471,H,W,0.72367281,NULL
18400,197701050SAS,NBA,0,1977,1/5/1977,37,0,SAS,Spurs,137,1546.2468,1551.9652,46.160564,DEN,Nuggets,133,1619.6017,1613.8833,H,W,0.53827041,NULL
18412,197701070SEA,NBA,1,1977,1/7/1977,38,0,SAS,Spurs,124,1551.9652,1544.8245,45.42178,SEA,Thunder,131,1494.6406,1501.7814,A,L,0.43889213,NULL
18423,197701090POR,NBA,1,1977,1/9/1977,39,0,SAS,Spurs,113,1544.8245,1530.666,43.948788,POR,Trailblazers,150,1584.8846,1599.0431,A,L,0.30868989,NULL
18437,197701120SAS,NBA,0,1977,1/12/1977,40,0,SAS,Spurs,121,1530.666,1517.1135,42.531578,MIL,Bucks,127,1444.0078,1457.5603,H,L,0.74545002,NULL
18450,197701140SAS,NBA,0,1977,1/14/1977,41,0,SAS,Spurs,106,1517.1135,1510.8831,41.878609,LAL,Lakers,109,1586.6969,1592.9274,H,L,0.54366153,NULL
18463,197701160SAS,NBA,0,1977,1/16/1977,42,0,SAS,Spurs,122,1510.8831,1516.3784,42.454571,IND,Pacers,115,1506.3369,1500.8416,H,W,0.64607167,NULL
18474,197701190SAS,NBA,0,1977,1/19/1977,43,0,SAS,Spurs,115,1516.3784,1521.1826,42.95763,CHI,Bulls,107,1466.1697,1461.3655,H,W,0.70363563,NULL
18481,197701210BOS,NBA,1,1977,1/21/1977,44,0,SAS,Spurs,90,1521.1826,1511.8597,41.981007,BOS,Celtics,103,1490.5076,1499.8304,A,L,0.40153664,NULL
18500,197701230SAS,NBA,0,1977,1/23/1977,45,0,SAS,Spurs,123,1511.8597,1518.8993,42.718605,POR,Trailblazers,118,1611.9448,1604.9053,H,W,0.49987754,NULL
18506,197701250PHO,NBA,1,1977,1/25/1977,46,0,SAS,Spurs,116,1518.8993,1532.0013,44.088097,PHO,Suns,108,1531.4646,1518.3625,A,W,0.34344536,NULL
18518,197701270POR,NBA,1,1977,1/27/1977,47,0,SAS,Spurs,104,1532.0013,1527.9249,43.662605,POR,Trailblazers,112,1615.9459,1620.0223,A,L,0.25752544,NULL
18536,197701300SEA,NBA,1,1977,1/30/1977,48,0,SAS,Spurs,126,1527.9249,1540.418,44.964397,SEA,Thunder,118,1524.1459,1511.6528,A,W,0.36496186,NULL
18543,197702010SAS,NBA,0,1977,2/1/1977,49,0,SAS,Spurs,92,1540.418,1544.7529,45.414364,CLE,Cavaliers,87,1522.8373,1518.5023,H,W,0.66303504,NULL
18554,197702030SAS,NBA,0,1977,2/3/1977,50,0,SAS,Spurs,98,1544.7529,1527.4672,43.614788,CHI,Bulls,107,1452.5875,1469.8733,H,L,0.75141871,NULL
18572,197702060SAS,NBA,0,1977,2/6/1977,51,0,SAS,Spurs,119,1527.4672,1537.7631,44.688339,NYK,Knicks,96,1492.9752,1482.6793,H,W,0.68442827,NULL
18575,197702080CHI,NBA,1,1977,2/8/1977,52,0,SAS,Spurs,89,1537.7631,1521.4614,42.986809,CHI,Bulls,111,1456.8284,1473.13,A,L,0.47259033,NULL
18583,197702090DET,NBA,1,1977,2/9/1977,53,0,SAS,Spurs,135,1521.4614,1532.5865,44.149128,DET,Pistons,129,1532.969,1521.8439,A,W,0.34481961,NULL
18596,197702110HOU,NBA,1,1977,2/11/1977,54,0,SAS,Spurs,107,1532.5865,1539.7367,44.893593,HOU,Rockets,104,1504.8438,1497.6936,A,W,0.39748728,NULL
18610,197702150SAS,NBA,0,1977,2/15/1977,55,0,SAS,Spurs,109,1539.7367,1543.0861,45.241467,SEA,Thunder,106,1516.0699,1512.7206,H,W,0.67081708,NULL
18621,197702170SAS,NBA,0,1977,2/17/1977,56,0,SAS,Spurs,99,1543.0861,1523.5868,43.209167,HOU,Rockets,113,1512.8788,1532.3781,H,L,0.67907703,NULL
18641,197702200SAS,NBA,0,1977,2/20/1977,57,0,SAS,Spurs,129,1523.5868,1530.4231,43.923435,NOJ,Jazz,109,1425.071,1418.2347,H,W,0.7581839,NULL
18649,197702220SAS,NBA,0,1977,2/22/1977,58,0,SAS,Spurs,135,1530.4231,1549.8397,45.940994,LAL,Lakers,103,1587.2723,1567.8557,H,W,0.56178159,NULL
18658,197702240SAS,NBA,0,1977,2/24/1977,59,0,SAS,Spurs,121,1549.8397,1529.1007,43.785397,MIL,Bucks,131,1405.0964,1425.8354,H,L,0.80358535,NULL
18667,197702260ATL,NBA,1,1977,2/26/1977,60,0,SAS,Spurs,111,1529.1007,1519.8402,42.81712,ATL,Hawks,119,1423.697,1432.9575,A,L,0.5077759,NULL
18674,197702270NOJ,NBA,1,1977,2/27/1977,61,0,SAS,Spurs,135,1519.8402,1535.1748,44.41888,NOJ,Jazz,118,1432.4698,1417.1353,A,W,0.4818325,NULL
18684,197703010NYK,NBA,1,1977,3/1/1977,62,0,SAS,Spurs,132,1535.1748,1543.913,45.327259,NYK,Knicks,127,1498.1034,1489.3652,A,W,0.41041595,NULL
18697,197703040NYN,NBA,1,1977,3/4/1977,63,0,SAS,Spurs,135,1543.913,1552.9958,46.266926,NYN,Nets,121,1357.1122,1348.0293,A,W,0.62238073,NULL
18700,197703050BUF,NBA,1,1977,3/5/1977,64,0,SAS,Spurs,120,1552.9958,1562.0721,47.200325,BUF,Clippers,109,1403.0437,1393.9674,A,W,0.57139564,NULL
18722,197703080SAS,NBA,0,1977,3/8/1977,65,0,SAS,Spurs,122,1562.0721,1565.7986,47.581711,PHO,Suns,115,1475.4093,1471.6829,H,W,0.74545509,NULL
18728,197703100SAS,NBA,0,1977,3/10/1977,66,0,SAS,Spurs,106,1565.7986,1570.2572,48.036495,CLE,Cavaliers,100,1533.8417,1529.3831,H,W,0.68126798,NULL
18746,197703130SAS,NBA,0,1977,3/13/1977,67,0,SAS,Spurs,97,1570.2572,1558.7047,46.854733,DET,Pistons,102,1509.9952,1521.5477,H,L,0.71555978,NULL
18753,197703150SAS,NBA,0,1977,3/15/1977,68,0,SAS,Spurs,118,1558.7047,1561.1029,47.100945,NYN,Nets,108,1349.2742,1346.876,H,W,0.85584813,NULL
18774,197703190CLE,NBA,1,1977,3/19/1977,69,0,SAS,Spurs,89,1561.1029,1555.3116,46.50565,CLE,Cavaliers,94,1511.4578,1517.249,A,L,0.42803669,NULL
18785,197703200WSB,NBA,1,1977,3/20/1977,70,0,SAS,Spurs,116,1555.3116,1544.8633,45.425804,WSB,Wizards,135,1557.2133,1567.6616,A,L,0.35741699,NULL
18793,197703220SAS,NBA,0,1977,3/22/1977,71,0,SAS,Spurs,104,1544.8633,1534.2224,44.319656,BOS,Celtics,108,1474.855,1485.4958,H,L,0.72683954,NULL
18795,197703230DEN,NBA,1,1977,3/23/1977,72,0,SAS,Spurs,122,1534.2224,1542.1228,45.141479,DEN,Nuggets,120,1592.9292,1585.0288,A,W,0.28626585,NULL
18804,197703240SAS,NBA,0,1977,3/24/1977,73,0,SAS,Spurs,118,1542.1228,1548.6765,45.820709,HOU,Rockets,112,1599.0707,1592.517,H,W,0.56164181,NULL
18813,197703250PHI,NBA,1,1977,3/25/1977,74,0,SAS,Spurs,110,1548.6765,1545.6566,45.508034,PHI,Sixers,113,1594.5387,1597.5586,A,L,0.30160844,NULL
18826,197703270SAS,NBA,0,1977,3/27/1977,75,0,SAS,Spurs,139,1545.6566,1552.6311,46.22929,KCK,Kings,129,1547.5277,1540.5532,H,W,0.63757986,NULL
18838,197703290SAS,NBA,0,1977,3/29/1977,76,0,SAS,Spurs,122,1552.6311,1558.3334,46.81657,WSB,Wizards,116,1575.9053,1570.203,H,W,0.60865676,NULL
18846,197703310GSW,NBA,1,1977,3/31/1977,77,0,SAS,Spurs,116,1558.3334,1552.0632,46.170681,GSW,Warriors,125,1566.0085,1572.2787,A,L,0.34982055,NULL
18849,197704010LAL,NBA,1,1977,4/1/1977,78,0,SAS,Spurs,102,1552.0632,1547.8943,45.739773,LAL,Lakers,107,1578.1747,1582.3436,A,L,0.32608283,NULL
18868,197704030SAS,NBA,0,1977,4/3/1977,79,0,SAS,Spurs,103,1547.8943,1529.8806,43.866817,ATL,Hawks,111,1406.5465,1424.5602,H,L,0.80048198,NULL
18883,197704060SAS,NBA,0,1977,4/6/1977,80,0,SAS,Spurs,131,1529.8806,1546.5977,45.605526,PHI,Sixers,109,1617.4396,1600.7225,H,W,0.51789647,NULL
18897,197704090BOS,NBA,1,1977,4/9/1977,81,0,SAS,Spurs,105,1546.5977,1534.2308,44.320534,BOS,Celtics,120,1469.1681,1481.5349,A,L,0.46756417,"at Hartford, CT"
18906,197704100MIL,NBA,1,1977,4/10/1977,82,0,SAS,Spurs,125,1534.2308,1525.4425,43.403206,MIL,Bucks,133,1443.0083,1451.7966,A,L,0.48737091,NULL
18911,197704120BOS,NBA,1,1977,4/12/1977,83,1,SAS,Spurs,94,1525.4425,1517.3748,42.558941,BOS,Celtics,104,1489.6228,1497.6906,A,L,0.40867358,NULL
18918,197704150SAS,NBA,0,1977,4/15/1977,84,1,SAS,Spurs,109,1517.3748,1508.0624,41.582829,BOS,Celtics,113,1497.6906,1507.0029,H,L,0.66573501,NULL
18975,197710190SAS,NBA,0,1978,10/19/1977,1,0,SAS,Spurs,114,1507.2968,1511.927,41.922672,BOS,Celtics,109,1504.3735,1499.7433,H,W,0.64393252,NULL
18979,197710210GSW,NBA,1,1978,10/21/1977,2,0,SAS,Spurs,117,1511.927,1508.1436,41.525932,GSW,Warriors,122,1558.7926,1562.576,A,L,0.30039316,NULL
18992,197710220POR,NBA,1,1978,10/22/1977,3,0,SAS,Spurs,115,1508.1436,1502.8882,40.974697,POR,Trailblazers,130,1619.8003,1625.0557,A,L,0.22821915,NULL
18994,197710230SEA,NBA,1,1978,10/23/1977,4,0,SAS,Spurs,112,1502.8882,1521.1311,42.886967,SEA,Thunder,94,1454.7291,1436.4862,A,W,0.42594367,NULL
18999,197710250LAL,NBA,1,1978,10/25/1977,5,0,SAS,Spurs,107,1521.1311,1518.0912,42.568661,LAL,Lakers,109,1534.0458,1537.0857,A,L,0.34299201,NULL
19024,197710290SAS,NBA,0,1978,10/29/1977,6,0,SAS,Spurs,129,1518.0912,1525.7842,43.37373,LAL,Lakers,118,1528.8105,1521.1176,H,W,0.6257298,NULL
19026,197710310PHO,NBA,1,1978,10/31/1977,7,0,SAS,Spurs,145,1525.7842,1532.0614,44.029308,PHO,Suns,143,1503.0598,1496.7826,A,W,0.39058965,NULL
19032,197711010SAS,NBA,0,1978,11/1/1977,8,0,SAS,Spurs,97,1532.0614,1518.3394,42.594654,GSW,Warriors,108,1568.0035,1581.7256,H,L,0.59115613,NULL
19042,197711030SAS,NBA,0,1978,11/3/1977,9,0,SAS,Spurs,89,1518.3394,1493.2535,39.964287,PHO,Suns,110,1496.7826,1521.8684,H,L,0.66812944,NULL
19053,197711050BUF,NBA,1,1978,11/5/1977,10,0,SAS,Spurs,111,1493.2535,1505.0427,41.200699,BUF,Clippers,101,1429.2723,1417.4832,A,W,0.44834971,NULL
19065,197711080NYK,NBA,1,1978,11/8/1977,11,0,SAS,Spurs,117,1505.0427,1500.562,40.730698,NYK,Knicks,123,1535.9371,1540.4178,A,L,0.32006156,NULL
19067,197711090BOS,NBA,1,1978,11/9/1977,12,0,SAS,Spurs,129,1500.562,1517.1492,42.469982,BOS,Celtics,114,1461.0593,1444.4722,A,W,0.41380674,NULL
19078,197711110DET,NBA,1,1978,11/11/1977,13,0,SAS,Spurs,107,1517.1492,1524.4432,43.233513,DET,Pistons,104,1495.8046,1488.5105,A,W,0.38870072,NULL
19089,197711120SAS,NBA,0,1978,11/12/1977,14,0,SAS,Spurs,116,1524.4432,1533.1187,44.13958,ATL,Hawks,99,1498.2878,1489.6124,H,W,0.67397279,NULL
19102,197711150SAS,NBA,0,1978,11/15/1977,15,0,SAS,Spurs,113,1533.1187,1537.7296,44.619957,KCK,Kings,107,1508.4287,1503.8177,H,W,0.6721164,NULL
19110,197711170SAS,NBA,0,1978,11/17/1977,16,0,SAS,Spurs,111,1537.7296,1539.9818,44.85424,BUF,Clippers,108,1432.2484,1429.9962,H,W,0.76545894,NULL
19112,197711180DEN,NBA,1,1978,11/18/1977,17,0,SAS,Spurs,94,1539.9818,1532.7324,44.0993,DEN,Nuggets,105,1542.7699,1550.0193,A,L,0.35624588,NULL
19128,197711200PHO,NBA,1,1978,11/20/1977,18,0,SAS,Spurs,112,1532.7324,1520.4119,42.811672,PHO,Suns,134,1520.3761,1532.6967,A,L,0.37647963,NULL
19144,197711230SAS,NBA,0,1978,11/23/1977,19,0,SAS,Spurs,132,1520.4119,1523.0391,43.086632,NJN,Nets,119,1297.5811,1294.9539,H,W,0.86510611,NULL
19160,197711260SAS,NBA,0,1978,11/26/1977,20,0,SAS,Spurs,129,1523.0391,1533.5397,44.183483,MIL,Bucks,107,1499.5861,1489.0854,H,W,0.67054534,NULL
19175,197711290SAS,NBA,0,1978,11/29/1977,21,0,SAS,Spurs,117,1533.5397,1521.2634,42.900814,PHI,Sixers,129,1618.7559,1631.0321,H,L,0.52126276,NULL
19182,197711300WSB,NBA,1,1978,11/30/1977,22,0,SAS,Spurs,105,1521.2634,1515.1925,42.264965,WSB,Wizards,116,1562.8004,1568.8713,A,L,0.30687869,NULL
19184,197712010SAS,NBA,0,1978,12/1/1977,23,0,SAS,Spurs,120,1515.1925,1519.3608,42.70163,NYK,Knicks,116,1512.6527,1508.4844,H,W,0.6434263,NULL
19198,197712030SAS,NBA,0,1978,12/3/1977,24,0,SAS,Spurs,133,1519.3608,1526.3145,43.429161,NOJ,Jazz,118,1464.0846,1457.131,H,W,0.70968235,NULL
19216,197712070NJN,NBA,1,1978,12/7/1977,25,0,SAS,Spurs,125,1526.3145,1529.4817,43.760059,NJN,Nets,122,1290.5734,1287.4061,A,W,0.68597931,NULL
19225,197712090PHI,NBA,1,1978,12/9/1977,26,0,SAS,Spurs,116,1529.4817,1527.0533,43.506386,PHI,Sixers,120,1644.3474,1646.7758,A,L,0.2249819,NULL
19228,197712100CHI,NBA,1,1978,12/10/1977,27,0,SAS,Spurs,119,1527.0533,1524.7025,43.260628,CHI,Bulls,121,1594.6792,1597.03,A,L,0.27589184,NULL
19254,197712140SAS,NBA,0,1978,12/14/1977,28,0,SAS,Spurs,116,1524.7025,1532.9852,44.125668,CHI,Bulls,108,1600.3517,1592.069,H,W,0.53498638,NULL
19255,197712160ATL,NBA,1,1978,12/16/1977,29,0,SAS,Spurs,99,1532.9852,1519.7057,42.73774,ATL,Hawks,115,1448.2434,1461.5229,A,L,0.47805583,NULL
19282,197712200SAS,NBA,0,1978,12/20/1977,30,0,SAS,Spurs,117,1519.7057,1512.4053,41.972816,DET,Pistons,118,1420.3578,1427.6582,H,L,0.7590611,NULL
19286,197712210MIL,NBA,1,1978,12/21/1977,31,0,SAS,Spurs,92,1512.4053,1499.8129,40.652119,MIL,Bucks,116,1509.1444,1521.7368,A,L,0.36427081,NULL
19300,197712230SAS,NBA,0,1978,12/23/1977,32,0,SAS,Spurs,107,1499.8129,1504.2926,41.122013,HOU,Rockets,101,1468.8699,1464.3901,H,W,0.67999929,NULL
19303,197712250NOJ,NBA,1,1978,12/25/1977,33,0,SAS,Spurs,115,1504.2926,1514.8877,42.233021,NOJ,Jazz,105,1409.9683,1399.3732,A,W,0.49183279,NULL
19317,197712270SAS,NBA,0,1978,12/27/1977,34,0,SAS,Spurs,89,1514.8877,1502.1979,40.902287,IND,Pacers,96,1486.5306,1499.2205,H,L,0.67675149,NULL
19335,197712300SAS,NBA,0,1978,12/30/1977,35,0,SAS,Spurs,122,1502.1979,1513.3381,42.070606,CLE,Cavaliers,101,1499.0615,1487.9213,H,W,0.6442138,NULL
19352,197801040SAS,NBA,0,1978,1/4/1978,36,0,SAS,Spurs,114,1513.3381,1504.8923,41.184925,DEN,Nuggets,119,1560.9,1569.3458,H,L,0.57489669,NULL
19360,197801060NJN,NBA,1,1978,1/6/1978,37,0,SAS,Spurs,110,1504.8923,1510.739,41.798115,NJN,Nets,105,1356.8872,1351.0405,A,W,0.56864864,NULL
19366,197801070CLE,NBA,1,1978,1/7/1978,38,0,SAS,Spurs,109,1510.739,1516.9172,42.445683,CLE,Cavaliers,107,1482.9177,1476.7395,A,W,0.39759547,NULL
19387,197801110SAS,NBA,0,1978,1/11/1978,39,0,SAS,Spurs,130,1516.9172,1527.4884,43.551849,MIL,Bucks,106,1481.6077,1471.0365,H,W,0.68544394,NULL
19391,197801130ATL,NBA,1,1978,1/13/1978,40,0,SAS,Spurs,98,1527.4884,1536.5115,44.493141,ATL,Hawks,92,1471.4435,1462.4204,A,W,0.43707889,NULL
19403,197801140HOU,NBA,1,1978,1/14/1978,41,0,SAS,Spurs,93,1536.5115,1525.9718,43.393341,HOU,Rockets,104,1448.2701,1458.8098,A,L,0.48308438,NULL
19418,197801170SAS,NBA,0,1978,1/17/1978,42,0,SAS,Spurs,119,1525.9718,1531.4835,43.969017,SEA,Thunder,113,1541.3156,1535.8038,H,W,0.61947501,NULL
19424,197801180IND,NBA,1,1978,1/18/1978,43,0,SAS,Spurs,109,1531.4835,1545.1949,45.395531,IND,Pacers,96,1463.0986,1449.3872,A,W,0.45462734,NULL
19435,197801200SAS,NBA,0,1978,1/20/1978,44,0,SAS,Spurs,112,1545.1949,1554.4459,46.352158,IND,Pacers,82,1449.3872,1440.1362,H,W,0.75531441,NULL
19447,197801220SAS,NBA,0,1978,1/22/1978,45,0,SAS,Spurs,106,1554.4459,1567.9574,47.738491,POR,Trailblazers,95,1713.691,1700.1796,H,W,0.41555631,NULL
19458,197801250SAS,NBA,0,1978,1/25/1978,46,0,SAS,Spurs,113,1567.9574,1571.1844,48.067398,BOS,Celtics,103,1412.8962,1409.6692,H,W,0.81279123,NULL
19477,197801290KCK,NBA,1,1978,1/29/1978,47,0,SAS,Spurs,127,1571.1844,1581.3105,49.093208,KCK,Kings,113,1410.0441,1399.918,A,W,0.58709097,NULL
19490,197801310SAS,NBA,0,1978,1/31/1978,48,0,SAS,Spurs,129,1581.3105,1590.4232,50.007469,WSB,Wizards,109,1541.6903,1532.5776,H,W,0.69076937,NULL
19500,197802020SAS,NBA,0,1978,2/2/1978,49,0,SAS,Spurs,123,1590.4232,1595.1855,50.481613,NYK,Knicks,113,1510.8887,1506.1263,H,W,0.73759079,NULL
19503,197802030CHI,NBA,1,1978,2/3/1978,50,0,SAS,Spurs,107,1595.1855,1590.4058,50.005726,CHI,Bulls,110,1536.0514,1540.8312,A,L,0.44145906,NULL
19527,197802090SAS,NBA,0,1978,2/9/1978,51,0,SAS,Spurs,104,1590.4058,1594.1079,50.37455,HOU,Rockets,94,1461.3502,1457.6481,H,W,0.78894031,NULL
19529,197802100HOU,NBA,1,1978,2/10/1978,52,0,SAS,Spurs,125,1594.1079,1603.6885,51.321472,HOU,Rockets,114,1457.6481,1448.0675,A,W,0.55227816,NULL
19538,197802110GSW,NBA,1,1978,2/11/1978,53,0,SAS,Spurs,131,1603.6885,1614.0388,52.331406,GSW,Warriors,122,1520.6831,1510.3328,A,W,0.47556227,NULL
19556,197802140LAL,NBA,1,1978,2/14/1978,54,0,SAS,Spurs,114,1614.0388,1603.875,51.339798,LAL,Lakers,128,1574.2804,1584.4442,A,L,0.41416389,NULL
19576,197802170PHI,NBA,1,1978,2/17/1978,55,0,SAS,Spurs,116,1603.875,1598.2118,50.781532,PHI,Sixers,125,1633.8929,1639.5562,A,L,0.32116055,NULL
19581,197802180SAS,NBA,0,1978,2/18/1978,56,0,SAS,Spurs,124,1598.2118,1604.9224,51.442604,CHI,Bulls,103,1489.3455,1482.6349,H,W,0.76893926,NULL
19595,197802210SAS,NBA,0,1978,2/21/1978,57,0,SAS,Spurs,114,1604.9224,1598.8619,50.845821,POR,Trailblazers,118,1716.376,1722.4364,H,L,0.48352289,NULL
19603,197802230SAS,NBA,0,1978,2/23/1978,58,0,SAS,Spurs,118,1598.8619,1603.8864,51.340912,ATL,Hawks,105,1496.8687,1491.8442,H,W,0.7618351,NULL
19615,197802250SAS,NBA,0,1978,2/25/1978,59,0,SAS,Spurs,112,1603.8864,1606.2565,51.573353,CLE,Cavaliers,108,1484.3162,1481.946,H,W,0.77970493,NULL
19631,197802280NYK,NBA,1,1978,2/28/1978,60,0,SAS,Spurs,123,1606.2565,1592.7853,50.242966,NYK,Knicks,138,1506.1007,1519.5719,A,L,0.50022417,NULL
19639,197803010WSB,NBA,1,1978,3/1/1978,61,0,SAS,Spurs,110,1592.7853,1579.9044,48.951359,WSB,Wizards,125,1504.6647,1517.5455,A,L,0.48291081,NULL
19641,197803020SAS,NBA,0,1978,3/2/1978,62,0,SAS,Spurs,128,1579.9044,1584.2078,49.384842,BUF,Clippers,107,1387.4868,1383.1835,H,W,0.8433398,NULL
